,symbol,entry_price,exit_price,entry_time,exit_time,pnl,balance_after,reason,duration,rsi,adx,volume_ratio,upper_wick_ratio
24,TURBOUSDTUSDT,0.00503801775,0.00496500175874925,2025-05-01 22:15:00,2025-05-01 22:15:00,-2.5800243104469835,117.8495323242195,Stop Loss,0 days 00:00:00,83.74414929415414,34.772710667708076,6.5295998978146494,0.007626765179050242
25,TURBOUSDTUSDT,0.0051657816,0.00529854290325,2025-05-02 00:30:00,2025-05-02 00:30:00,4.240443110484828,122.00583926541454,Smart Trailing (Max 136%),0 days 00:00:00,72.56467672014041,44.2414587322378,3.061371078246771,0.007670256449988354
26,TURBOUSDTUSDT,0.0052250112,0.0053349881715000005,2025-05-02 00:45:00,2025-05-02 00:45:00,3.579591193182146,125.4983269822881,Smart Trailing (Max 113%),0 days 00:00:00,74.31188650383308,46.07354702850847,2.678012546742334,0.016123164123087442
27,IMXUSDTUSDT,0.6650323499999999,0.65539403615145,2025-05-02 02:15:00,2025-05-02 02:15:00,-2.6866957040270907,122.72203441456266,Stop Loss,0 days 00:00:00,72.52673182927526,37.65491120104345,2.9091501098144774,0.01850180505415176
28,INJUSDTUSDT,10.483239,10.498953375261,2025-05-02 02:45:00,2025-05-02 03:15:00,0.17501047459336383,122.80943010053993,Smart Break-even,0 days 00:30:00,66.07019392257017,28.303986841358256,3.654812503033944,0.00897203397919246
29,TURBOUSDTUSDT,0.00535297515,0.00527539448115105,2025-05-02 08:30:00,2025-05-02 08:30:00,-2.6291312099459563,120.09262170768504,Stop Loss,0 days 00:00:00,66.53257645829068,35.810261412234254,3.0621603454286785,0.016162484351351977
30,NEIROUSDTUSDT,0.0002557278,0.0002520215369946,2025-05-02 09:15:00,2025-05-02 10:15:00,-2.570969180114436,117.43591495228134,Stop Loss,0 days 01:00:00,65.16850079352278,25.057135136320372,3.6024702750664552,0.006653620352250651
31,TURBOUSDTUSDT,0.00551025375,0.00551851362037125,2025-05-02 10:30:00,2025-05-02 10:30:00,0.16747208688438786,117.51954616320921,Smart Break-even,0 days 00:00:00,69.19117254386487,38.458603117574114,2.8386212713326793,0.012126933410790732
32,TURBOUSDTUSDT,0.005697347249999999,0.005705887573527749,2025-05-02 11:15:00,2025-05-02 11:15:00,0.16759135102457134,117.60323693155141,Smart Break-even,0 days 00:00:00,77.03433144817465,44.79137368458819,2.8906748509291256,0.007480377179581779
33,VIRTUALUSDTUSDT,1.81260585,1.78633575341595,2025-05-02 11:30:00,2025-05-02 11:45:00,-2.517675884940458,115.00160071468295,Stop Loss,0 days 00:15:00,71.49778644671073,31.699419224019373,3.688643861699068,0.012640759549569397
34,TURBOUSDTUSDT,0.005768983049999999,0.005828998601626384,2025-05-02 12:45:00,2025-05-02 12:45:00,1.6261128974477268,116.5456106630947,Smart Trailing (Max 62%),0 days 00:00:00,72.8929002229218,46.54541731183247,2.645809298678704,0.01595670875537673
35,BTCUSDTUSDT,97375.16325,97521.12861971174,2025-05-01 15:15:00,2025-05-02 15:00:00,0.1666725689804046,116.62907796994682,Smart Break-even,0 days 23:45:00,72.1141111447438,39.66365886280473,2.9144730727292094,0.0006329217971691733
36,BCHUSDTUSDT,383.82181499999996,384.397163900685,2025-05-02 15:00:00,2025-05-02 15:00:00,0.16620244873891982,116.79528041868573,Smart Break-even,0 days 00:00:00,85.16513666543914,25.027734251326855,11.001329020357023,0.004067372373155348
37,BCHUSDTUSDT,383.15147999999994,383.72582406851996,2025-05-02 15:15:00,2025-05-02 15:15:00,0.1665584958222842,116.87845540596324,Smart Break-even,0 days 00:00:00,82.33734602702499,28.444549108634202,3.812553148701404,0.008120740527978579
38,PENGUUSDTUSDT,0.011687841,0.012136574429629279,2025-05-02 15:30:00,2025-05-02 15:30:00,6.32379020549934,123.1188027219031,Smart Trailing (Max 84%),0 days 00:00:00,82.34973505431992,28.812585112450485,3.1502855573765327,0.0031678082191781316
39,PENGUUSDTUSDT,0.0121430685,0.0119670790082295,2025-05-02 15:45:00,2025-05-02 15:45:00,-2.6357543268650856,120.39515034212026,Stop Loss,0 days 00:00:00,86.43873771736344,32.3800024513651,5.905431035111779,0.003295435821387387
40,PENGUUSDTUSDT,0.0120610275,0.011886227028442501,2025-05-02 16:00:00,2025-05-02 16:00:00,-2.577445779460632,117.73175100348055,Stop Loss,0 days 00:00:00,82.74918850574434,35.6431120834737,2.580532132771306,0.0074664011946241745
41,PENGUUSDTUSDT,0.012644319,0.012461064884733,2025-05-02 16:30:00,2025-05-02 16:30:00,-2.5204271423736127,115.12727177928822,Stop Loss,0 days 00:00:00,86.64375887047296,40.12682844002094,4.215831145291893,0.011471518987341717
42,PNUTUSDTUSDT,0.18484237499999998,0.18853981040517656,2025-05-02 21:00:00,2025-05-02 21:30:00,3.2059950212889823,118.25107413135518,Smart Trailing (Max 49%),0 days 00:30:00,76.375846182331,35.08665517181027,4.208431794433761,0.00043299415457889555
43,PNUTUSDTUSDT,0.18734362499999999,0.184628453842875,2025-05-02 21:45:00,2025-05-02 21:45:00,-2.531544925775295,115.63510636404969,Stop Loss,0 days 00:00:00,75.61634662983442,40.78594704660611,3.044788293071041,0.011214953271027988
44,ARUSDTUSDT,8.1090525,7.9915280021175015,2025-05-03 00:00:00,2025-05-03 00:00:00,-2.47554171416846,113.07700942294895,Stop Loss,0 days 00:00:00,73.08155653760869,27.023763761597085,3.058275182344175,0.0009869232667161234
45,PNUTUSDTUSDT,0.184902405,0.18517957370509502,2025-05-03 12:45:00,2025-05-03 13:00:00,0.16125597313568985,113.15753646810367,Smart Break-even,0 days 00:15:00,66.69259720552152,28.86207569420878,4.1765235647198296,0.0037337662337662133
46,ADAUSDTUSDT,0.7261629,0.7272514181870999,2025-05-03 15:15:00,2025-05-03 15:15:00,0.1613708105115002,113.23812086006151,Smart Break-even,0 days 00:00:00,80.03763380293566,33.865010417993645,3.4673045626269112,0.004960044089280859
47,ADAUSDTUSDT,0.72386175,0.7133708216572501,2025-05-03 15:30:00,2025-05-03 16:30:00,-2.4242265228743944,110.73305038711925,Stop Loss,0 days 01:00:00,74.27185199189638,36.276092853577474,3.0935389480765414,0.007188277578103376
48,LAYERUSDTUSDT,3.2363173499999998,3.284998770615985,2025-05-04 05:45:00,2025-05-04 06:00:00,2.299246189628959,112.95324106851153,Smart Trailing (Max 39%),0 days 00:15:00,73.47666145128053,32.177240374899114,3.4380737248398643,0.004235323213899293
49,LAYERUSDTUSDT,3.2674328999999998,3.2200779949803,2025-05-04 06:15:00,2025-05-04 07:30:00,-2.4181277538268344,110.45447274849029,Stop Loss,0 days 01:15:00,76.21208091356002,40.92194726263701,3.0421949959563364,0.010379669320269456
50,TURBOUSDTUSDT,0.0055959966,0.0057613478849999995,2025-05-04 16:15:00,2025-05-04 16:15:00,4.581235725728125,114.95685185056703,Smart Trailing (Max 155%),0 days 00:00:00,73.72970593198531,42.66120280256213,3.2139029676602995,0.013124955296473853
51,TURBOUSDTUSDT,0.0056118045,0.005620216594945501,2025-05-04 16:45:00,2025-05-04 16:45:00,0.16393676405466096,115.03871761308633,Smart Break-even,0 days 00:00:00,69.18809424014934,46.770770454545286,2.898525806642015,0.03292452493850054
52,PARTIUSDTUSDT,0.23231609999999997,0.23771554904427383,2025-05-05 01:15:00,2025-05-05 01:15:00,3.7355042665150515,118.69209243174454,Smart Trailing (Max 55%),0 days 00:00:00,69.43303273251715,56.45937427721829,2.5730450873052426,0.0038776389487290472
53,PARTIUSDTUSDT,0.24412199999999998,0.240583939854,2025-05-05 03:00:00,2025-05-05 03:00:00,-2.5409863422590426,116.0663683923114,Stop Loss,0 days 00:00:00,74.33772432827938,44.859061726511094,3.283815166309309,0.037310373103731025
54,LAYERUSDTUSDT,3.3403693499999996,3.2919573770104495,2025-05-05 06:30:00,2025-05-05 06:45:00,-2.484774266239096,113.4987310087793,Stop Loss,0 days 00:15:00,67.68513715276535,27.08771205858961,3.5084972995750343,0.006320203684289387
55,AIXBTUSDTUSDT,0.18385188,0.18684352291438008,2025-05-05 07:30:00,2025-05-05 07:30:00,2.555973886925791,115.97367488855953,Smart Trailing (Max 42%),0 days 00:00:00,70.02403529513168,32.36842452392228,2.867446293812133,0.012026556377884141
56,AIXBTUSDTUSDT,0.18675333,0.18946582818643323,2025-05-05 07:45:00,2025-05-05 08:00:00,2.322328898682435,118.21320684650621,Smart Trailing (Max 38%),0 days 00:15:00,73.17661185176975,36.16090643148385,3.1177284173316155,0.005464480874317052
57,VIRTUALUSDTUSDT,1.7880935999999998,1.818210078206424,2025-05-05 08:15:00,2025-05-05 08:15:00,2.7584823505177467,120.8872933900371,Smart Trailing (Max 43%),0 days 00:00:00,73.82058741839434,30.79197009557343,2.5828033277026203,0.005371230347451368
58,VIRTUALUSDTUSDT,1.8133062,1.8160243459938001,2025-05-05 08:30:00,2025-05-05 08:45:00,0.17239400152894468,120.973382477316,Smart Break-even,0 days 00:15:00,76.6055449837382,33.372002121593574,3.3109434052367104,0.007669388655925857
59,SUIUSDTUSDT,3.45922875,3.40909414772625,2025-05-05 11:30:00,2025-05-05 12:00:00,-2.5898246998089647,118.29719140178253,Stop Loss,0 days 00:30:00,65.4214372498966,38.16277989656966,2.6332195724647534,0.010498915401301453
60,PARTIUSDTUSDT,0.2489244,0.25642293363481206,2025-05-05 13:45:00,2025-05-05 14:00:00,5.003747622055196,123.2164832578623,Smart Trailing (Max 68%),0 days 00:15:00,73.14238135696786,29.624167393967365,4.711320578617157,0.011258544431041403
61,PARTIUSDTUSDT,0.2539269,0.2891303625,2025-05-05 14:15:00,2025-05-05 14:15:00,24.303023735879982,147.43153920388158,Smart Trailing (Max 284%),0 days 00:00:00,78.41666417526044,30.557279386869883,6.184345404398229,0.014184397163120534
62,PARTIUSDTUSDT,0.28044015,0.27637573090605,2025-05-05 14:45:00,2025-05-05 14:45:00,-3.156246720907064,144.17003686849327,Stop Loss,0 days 00:00:00,89.70517929878781,39.26006428681725,4.049901638280272,0.017124509454156354
63,PARTIUSDTUSDT,0.28204094999999996,0.310266789,2025-05-05 15:00:00,2025-05-05 15:00:00,20.498313464610526,164.5654231989077,Smart Trailing (Max 207%),0 days 00:00:00,89.97891252853954,40.668105536489406,3.2155562604352843,0.005321035828307915
64,PAXGUSDTUSDT,3342.3903599999994,3347.4006031496397,2025-05-05 20:00:00,2025-05-05 22:00:00,0.23468216570147502,164.68261737774625,Smart Break-even,0 days 02:00:00,68.49060250926618,48.32675249362971,9.59592123147294,0.0032627794690350525
65,OMUSDTUSDT,0.403971885,0.398117120470695,2025-05-05 22:30:00,2025-05-05 22:30:00,-3.525561585368167,161.03948413722156,Stop Loss,0 days 00:00:00,78.95679442920951,35.25763842413222,5.476052347565442,0.010203828912499583
66,OMUSDTUSDT,0.40182081,0.39599722100067,2025-05-05 22:45:00,2025-05-05 22:45:00,-3.44756859006794,157.47694482955728,Stop Loss,0 days 00:00:00,74.50159441314791,36.072587204388135,3.017033471034635,0.018695543938262425
67,PARTIUSDTUSDT,0.32886434999999997,0.32409811897545,2025-05-06 00:15:00,2025-05-06 00:15:00,-3.3713009673554675,153.99321654383988,Stop Loss,0 days 00:00:00,78.71412844318387,35.698500295017084,5.851882469376133,0.021296014602981462
68,PAXGUSDTUSDT,3374.456385,3379.514695121115,2025-05-06 01:15:00,2025-05-06 02:30:00,0.21960543630213972,154.10288179556014,Smart Break-even,0 days 01:15:00,74.51138919163905,25.148891459575506,6.1952405967121225,7.115833916429918e-05
69,PENGUUSDTUSDT,0.012001998,0.011828053042986,2025-05-06 04:30:00,2025-05-06 04:30:00,-3.2990682860398413,150.69379503176233,Stop Loss,0 days 00:00:00,71.90204578136934,28.26810428637804,3.433146183691376,0.021757252417472558
70,OMUSDTUSDT,0.41182580999999996,0.4160570653101275,2025-05-06 05:45:00,2025-05-06 05:45:00,2.1030920516430838,152.68930245069907,Smart Trailing (Max 30%),0 days 00:00:00,65.81000654962737,34.51107382523542,5.009646365039514,0.023323615160349847
71,TURBOUSDTUSDT,0.0060668319,0.005978905305273299,2025-05-06 06:45:00,2025-05-06 06:45:00,-3.2688060694473164,149.3114870984284,Stop Loss,0 days 00:00:00,69.95972551804851,28.132098271670152,4.8126054623822405,0.012947172238623737
72,TURBOUSDTUSDT,0.0062253110999999995,0.006234642841338899,2025-05-06 07:00:00,2025-05-06 07:00:00,0.21292895235962728,149.4178182874565,Smart Break-even,0 days 00:00:00,73.61029818660786,29.857195654314843,4.581919199174516,0.00024102193299586493
73,TURBOUSDTUSDT,0.006148572749999999,0.00605946148513425,2025-05-06 07:15:00,2025-05-06 07:15:00,-3.1987694190908638,146.1123751921413,Stop Loss,0 days 00:00:00,69.0753669800635,31.69370307657411,3.6751034261748936,0.04141241558864216
74,ZEREBROUSDTUSDT,0.04642319999999999,0.046492788376799994,2025-05-06 07:30:00,2025-05-06 07:30:00,0.20836678798821862,146.21642815476207,Smart Break-even,0 days 00:00:00,78.55835912854691,32.212364914864324,2.8604795258770346,0.015948275862069063
75,ZEREBROUSDTUSDT,0.046273125,0.04704009308118745,2025-05-06 07:45:00,2025-05-06 07:45:00,3.3559842825997586,149.4680243255929,Smart Trailing (Max 42%),0 days 00:00:00,76.66852288349078,34.69389066731578,3.276466870695469,0.030925605536332043
76,SAFEUSDTUSDT,0.5274635999999999,0.5282542679364,2025-05-06 08:15:00,2025-05-06 08:15:00,0.21315218573863634,149.57446699157313,Smart Break-even,0 days 00:00:00,69.84435684335529,36.60048491682159,5.939511336043626,0.013651877133105773
77,SAFEUSDTUSDT,0.5264631,0.5188330702917,2025-05-06 08:30:00,2025-05-06 08:45:00,-3.202122988899406,146.26555849043586,Stop Loss,0 days 00:15:00,67.92284395036062,37.91570651230289,3.7615426178736464,0.013305455236647036
78,KAITOUSDTUSDT,0.8969482499999999,0.9186371500177514,2025-05-06 17:15:00,2025-05-06 17:30:00,4.945589648392995,151.10672495150078,Smart Trailing (Max 57%),0 days 00:15:00,71.04177964611202,30.522650571371845,3.228646518643808,0.003680571046174527
79,KAITOUSDTUSDT,0.90175065,0.9165006883728731,2025-05-06 17:45:00,2025-05-06 18:30:00,3.4212582297016385,154.4201037459547,Smart Trailing (Max 42%),0 days 00:45:00,66.77870469140473,34.90507353381409,3.8316215862031684,0.023524189968930312
80,LTCUSDTUSDT,86.91343499999999,87.043718239065,2025-05-06 23:00:00,2025-05-06 23:00:00,0.22021420824923765,154.5300730025755,Smart Break-even,0 days 00:00:00,82.38603871913361,38.99957260866944,3.378662354984465,0.001381215469613312
81,LTCUSDTUSDT,86.513235,88.07602212280663,2025-05-06 23:15:00,2025-05-06 23:15:00,3.8754171314380392,158.2951666721712,Smart Trailing (Max 98%),0 days 00:00:00,75.38961531565025,41.45697449835411,3.0106053822104375,0.010869565217391278
82,LTCUSDTUSDT,88.06401,92.16159615000001,2025-05-06 23:30:00,2025-05-06 23:30:00,10.403694101210611,168.58584930292264,Smart Trailing (Max 241%),0 days 00:00:00,81.94776754360824,44.25477610282348,3.5168370567194955,0.00204475746904456
83,KAITOUSDTUSDT,0.9798897,0.9656881585779,2025-05-06 23:45:00,2025-05-06 23:45:00,-3.6091228303453455,164.85636818793182,Stop Loss,0 days 00:00:00,75.07580005209886,30.445525169744773,4.3434529860916085,0.007045129671227186
84,LTCUSDTUSDT,91.61578499999999,91.753117061715,2025-05-07 00:00:00,2025-05-07 00:00:00,0.23509707424544696,164.97376956132203,Smart Break-even,0 days 00:00:00,89.1668138898139,49.341575712485856,3.8264943609471658,0.01201135619130824
85,LTCUSDTUSDT,91.775865,93.17575145690391,2025-05-07 00:15:00,2025-05-07 00:30:00,3.4752175590033354,168.21351217236682,Smart Trailing (Max 85%),0 days 00:15:00,89.33457264084248,53.0311369276593,3.4075655686908615,0.021146718988445737
86,KAITOUSDTUSDT,1.0058026500000001,1.022540389559838,2025-05-07 00:30:00,2025-05-07 00:30:00,3.799425651456908,172.01293782382373,Smart Trailing (Max 42%),0 days 00:00:00,76.13873736941544,39.65165562883444,2.7009069309527147,0.011142061281336924
87,TAOUSDTUSDT,383.181495,385.70141504791223,2025-05-07 00:45:00,2025-05-07 01:00:00,1.4923403101332509,173.38247315228793,Smart Trailing (Max 43%),0 days 00:15:00,76.2810123101263,29.41993547054938,2.8858367420873443,0.0038902378527976007
88,KAITOUSDTUSDT,1.0911453,1.1422641975301326,2025-05-07 02:15:00,2025-05-07 02:15:00,11.474308669474219,184.7329990894481,Smart Trailing (Max 100%),0 days 00:00:00,85.76054494366758,50.41039447583425,2.535017858657255,0.00779458963778079
89,KAITOUSDTUSDT,1.14026985,1.12374391906395,2025-05-07 02:30:00,2025-05-07 02:30:00,-3.954804553814565,180.64630833652635,Stop Loss,0 days 00:00:00,89.1908142341919,52.601841980140364,3.9678717557980216,0.005440982887231227
90,KAITOUSDTUSDT,1.12826385,1.1119119220219502,2025-05-07 02:45:00,2025-05-07 02:45:00,-3.8673157820230766,176.6500239614166,Stop Loss,0 days 00:00:00,83.80765876349665,53.79225288854828,2.9004379491349637,0.021018091521816298
91,KAITOUSDTUSDT,1.17568755,1.2024946144243596,2025-05-07 09:30:00,2025-05-07 09:30:00,5.62097017933692,182.01885311669977,Smart Trailing (Max 54%),0 days 00:00:00,70.90470888072342,47.42064978028598,3.4651232398051977,0.036683973104093895
92,KAITOUSDTUSDT,1.2320157,1.2979959273750001,2025-05-07 10:00:00,2025-05-07 10:00:00,13.778843142283375,195.53789204841618,Smart Trailing (Max 113%),0 days 00:00:00,80.06049519407064,51.13416950078641,3.745072556028956,0.0034104750304506546
93,LTCUSDTUSDT,92.90643,91.55993711001,2025-05-07 09:45:00,2025-05-07 10:15:00,-3.8966995216565223,191.50159240392935,Stop Loss,0 days 00:30:00,70.08221723769022,35.778574863124,2.6307314266376722,0.004738315744130925
94,KAITOUSDTUSDT,1.2835414499999998,1.26493908376515,2025-05-07 10:15:00,2025-05-07 10:15:00,-4.186118071638786,187.31547433229056,Stop Loss,0 days 00:00:00,85.06117406101876,56.244105984963646,6.503100466328294,0.014810195650479483
95,KAITOUSDTUSDT,1.2542268,1.2561068859732,2025-05-07 10:45:00,2025-05-07 10:45:00,0.2671253798713518,187.4488698097329,Smart Break-even,0 days 00:00:00,72.98397849198244,57.86158656627632,2.754503908847609,0.04602376964185998
96,ETHUSDTUSDT,1842.34071,1815.63966608997,2025-05-07 08:45:00,2025-05-07 14:45:00,-3.7817624497926894,183.53328222264477,Stop Loss,0 days 06:00:00,66.51955161128247,33.616375501070095,2.652900835563933,0.0012598904112564346
97,BNBUSDTUSDT,608.68419,599.8625300343299,2025-05-07 12:15:00,2025-05-07 16:00:00,-4.0129465097460715,179.5203357128987,Stop Loss,0 days 03:45:00,68.10426226580977,33.312411360983276,3.812072705536536,0.00014793385712882052
98,KAITOUSDTUSDT,1.4899446,1.4683508329122001,2025-05-07 22:15:00,2025-05-07 22:15:00,-3.8432107131867497,175.5489602708529,Stop Loss,0 days 00:00:00,81.07270944751703,25.507829187545184,3.4671450552612266,0.02075078906722176
99,BCHUSDTUSDT,380.33007,384.88242242077166,2025-05-07 23:30:00,2025-05-07 23:30:00,2.874863328625954,178.29849414972455,Smart Trailing (Max 69%),0 days 00:00:00,70.57429742254602,42.611223541578006,3.1746537386647,0.016308922558922526
100,AIXBTUSDTUSDT,0.17620806,0.17365427658642002,2025-05-08 00:15:00,2025-05-08 00:15:00,-3.817053261069917,174.35414846761535,Stop Loss,0 days 00:00:00,71.21809633806177,35.600687560777644,3.964119546606505,0.007778787190551954
101,BERAUSDTUSDT,3.105552,3.1663276796016944,2025-05-08 00:30:00,2025-05-08 00:30:00,4.74747009840112,178.97714212675922,Smart Trailing (Max 48%),0 days 00:00:00,72.45946555924118,30.7136344509896,4.317101872744414,0.007729468599033823
102,BERAUSDTUSDT,3.16158,3.16631920842,2025-05-08 00:45:00,2025-05-08 01:00:00,0.255234316595171,179.10459951601322,Smart Break-even,0 days 00:15:00,77.08876137673734,32.93154229694627,5.559857871236495,0.006329113924050638
103,CYBERUSDTUSDT,1.4067029999999998,1.386315653421,2025-05-08 01:15:00,2025-05-08 01:15:00,-3.8343105415188434,175.14242105165863,Stop Loss,0 days 00:00:00,69.69373718885173,27.867843812949705,7.514249770444204,0.002132196162046831
104,BCHUSDTUSDT,405.92286,406.53133836714005,2025-05-08 01:30:00,2025-05-08 01:45:00,0.24976572769434982,175.26714756963523,Smart Break-even,0 days 00:15:00,82.16220711594293,57.74199791823319,2.658354113405458,0.009587656816109201
105,SUIUSDTUSDT,3.54587205,3.55118731220295,2025-05-08 02:30:00,2025-05-08 02:30:00,0.24994359670708766,175.3919629107775,Smart Break-even,0 days 00:00:00,82.98320222647504,45.050006212895575,5.164388784031276,0.001636522671482252
106,SUIUSDTUSDT,3.5323653,3.5376603155847,2025-05-08 02:45:00,2025-05-08 02:45:00,0.2501215923880954,175.5168671383403,Smart Break-even,0 days 00:00:00,78.79173327456175,46.667107903709734,3.007083119547234,0.01087664636737012
107,ADAUSDTUSDT,0.69684825,0.7012388496673554,2025-05-08 03:00:00,2025-05-08 03:15:00,1.4536566717527541,176.7200001949441,Smart Trailing (Max 42%),0 days 00:15:00,77.34808413887325,40.25729500852662,3.2825461950991617,0.003015508328546799
108,1000PEPEUSDTUSDT,0.008469132449999998,0.008621872709996344,2025-05-08 03:15:00,2025-05-08 03:15:00,4.39128309541762,181.1112832903617,Smart Trailing (Max 98%),0 days 00:00:00,71.11290999011062,29.49254150188792,2.641226913707217,0.0017247489663319586
